% Model,2016_04_06_SiwHoles_dispersion.mph
% Version,COMSOL 5.1.0.180
% Date,"Apr 8 2016, 11:48"
% Dimension,3
% Nodes,1276
% Expressions,25
% Description,Velocity magnitude
% Length unit,m
% X,Y,Z,solid.vel (m/s) @ Eigenfrequency=1,solid.vel (m/s) @ Eigenfrequency=2,solid.vel (m/s) @ Eigenfrequency=3,solid.vel (m/s) @ Eigenfrequency=4,solid.vel (m/s) @ Eigenfrequency=5,solid.vel (m/s) @ Eigenfrequency=6,solid.vel (m/s) @ Eigenfrequency=7,solid.vel (m/s) @ Eigenfrequency=8,solid.vel (m/s) @ Eigenfrequency=9,solid.vel (m/s) @ Eigenfrequency=10,solid.vel (m/s) @ Eigenfrequency=11,solid.vel (m/s) @ Eigenfrequency=12,solid.vel (m/s) @ Eigenfrequency=13,solid.vel (m/s) @ Eigenfrequency=14,solid.vel (m/s) @ Eigenfrequency=15,solid.vel (m/s) @ Eigenfrequency=16,solid.vel (m/s) @ Eigenfrequency=17,solid.vel (m/s) @ Eigenfrequency=18,solid.vel (m/s) @ Eigenfrequency=19,solid.vel (m/s) @ Eigenfrequency=20,solid.vel (m/s) @ Eigenfrequency=21,solid.vel (m/s) @ Eigenfrequency=22,solid.vel (m/s) @ Eigenfrequency=23,solid.vel (m/s) @ Eigenfrequency=24,solid.vel (m/s) @ Eigenfrequency=25
1.1E-6,9.360233350144293E-7,0,8.274820673763533E9,8.857617362868749E8,1.1017153914865143E10,4.0934580354696906E8,2.0318262912085857E10,1.4342389542027419E9,2.494386334930453E10,6.941954507965802E8,3.826657826630999E10,4.965597137058608E9,9.008571773052768E8,1.226634550439697E9,3.602499312685999E10,4.1764910004704926E10,1.3307641156557038E9,1.444263314040398E9,2.16373187479623E9,2.6365167612533077E10,1.6161048500263307E9,1.6055690359263017E9,1.8046472223987677E9,3.1724490321847544E9,1.8519329561233823E9,4.21418250787168E10,7.228783547173048E9
1.0465914750964696E-6,1.0461372242813924E-6,0,7.967248881846879E9,8.648322311057359E8,1.1272627748848574E10,4.325589731734088E8,1.873293224946099E10,1.1619593170654683E9,2.5951989884333683E10,5.408287259883306E8,5.1677891001296135E10,6.627174881477498E9,9.465601822907664E8,9.002834396975027E8,4.368485819762378E10,2.026707789846951E10,4.738171396487697E8,8.081906774239198E8,2.784137028558368E9,4.814323699241566E10,1.1746921799679942E9,5.036556860534775E8,1.7749690875616076E9,1.3438926607836137E9,1.3940537244964926E9,5.4519482109917E10,6.529637733869654E10
1.02177439606089E-6,1.1000000000000003E-6,0,7.8612913698078985E9,8.616112850733935E8,1.1263279173323465E10,4.530205019425152E8,1.8381607070275234E10,1.0910407859058092E9,2.6343986338029343E10,4.997183677792639E8,5.183954805034748E10,6.714578435258113E9,9.154153182877489E8,6.976033098931917E8,4.413789224498511E10,1.115821694245517E10,2.871344675666302E8,8.22325821626609E8,2.868543468803574E9,4.794017643499082E10,1.0150353238552114E9,3.787235521325996E7,1.6474281471748683E9,7.374295627466217E8,1.3554340112011642E9,7.506568448551683E10,6.7465303999215126E10
1.0999999999999998E-6,6.786744450048097E-7,3.659999999999999E-7,9.226168520935072E9,1.0295375576581385E9,1.0429901799113749E10,3.833230083523106E8,2.8605515999802578E10,1.3118418996943474E9,4.484046113824671E10,7.074696985458928E8,5.849348082793092E10,5.978774711729686E9,1.500498643671852E9,1.4703288929799104E9,1.1358042048716768E10,6.8623220104607056E10,2.1714425308683643E9,5.089307252387658E9,1.7218452279138412E9,4.275005423166895E10,9.83865601786478E8,2.652957346519982E9,2.1162184731894836E9,2.8057699410026927E9,1.6875537593269763E9,5.487566447779878E8,2.9130988126058266E10
1.1E-6,7.310786887689397E-7,2.9484653044494904E-7,9.126234555122774E9,1.0095497320600876E9,1.049583264994348E10,4.049727897538194E8,2.6915310213075058E10,1.469693671919591E9,3.3404222279595818E10,7.8586248565443E8,3.5063780983405754E10,3.2963683976448207E9,7.754575988565235E8,1.5996836575222964E9,8.18325682492753E9,6.739374664552492E10,1.995827489917455E9,4.701660732719773E9,8.848082658943268E8,3.428567949763325E10,1.5551708341179914E9,1.8687601717698245E9,7.345113709921603E8,2.627859420974419E9,4.0904729273344016E8,6.886505653094897E10,1.614679826243139E10
1.02672695392648E-6,7.260763005176231E-7,2.3362882089188852E-7,9.094247260844051E9,1.049935517607507E9,1.0531535022780966E10,3.815172449440869E8,2.7094875695795467E10,1.407271879992368E9,3.1122670574197376E10,7.803452605409093E8,3.955230656852168E10,3.7608318529013968E9,8.69331060759751E8,1.938022858056659E9,4.07601608819023E9,6.564299654575034E10,1.0671237704660419E9,4.779365553013983E9,5.091464875258566E8,3.183144997421131E10,1.9250502090850403E9,1.1502114240409522E9,5.337236987048384E8,1.6490341466415937E9,3.6231077101870847E8,9.397742635033937E10,2.372246667391498E10
9.925689033679202E-7,7.897018055119263E-7,2.210096770030849E-7,8.720277189474298E9,1.0153807514663314E9,1.05449441825495E10,4.046009121343136E8,2.4647841247808353E10,1.5200213451586154E9,1.505400082603215E10,8.27201150239475E8,2.646355880048087E10,2.7260262074813943E9,6.05308511451893E8,1.9777907041762714E9,7.320079971696627E9,4.7279195465453026E10,5.460313687464414E8,3.2282011781673636E9,4.46660863011289E8,2.4752902670451954E10,2.315246125181374E9,1.2800169342607262E9,1.9298887946150053E9,9.16978545915143E8,7.526281093410428E8,1.3226977199764401E11,4.846284169647207E10
9.291304779651612E-7,7.420548897526651E-7,2.8174639944693556E-7,8.72879745332883E9,1.058714787034786E9,1.0670817025998043E10,4.117920267297494E8,2.6173345840729485E10,1.4606349368807063E9,2.667767918878034E10,8.229591595150732E8,5.2343412038422646E10,5.580577569964491E9,1.414585662828359E9,2.0709066309255106E9,1.685467278716099E10,5.164621265920505E10,1.0919022924425504E9,3.4851318171324086E9,1.5138008221633503E9,1.9800405066765694E10,2.228787479833637E9,2.9395999796833653E9,2.4057910832239294E9,2.7283010600652614E9,1.0157123817755915E9,1.4105218242432907E11,8.40738373258755E10
9.797447685493787E-7,7.523194260242529E-7,3.19228246339742E-7,8.82852682845035E9,1.0416177345325683E9,1.0518464236635277E10,3.931565692726238E8,2.5628943268585625E10,1.4231636824297056E9,3.007522941748687E10,7.993774990626112E8,3.571962309395528E10,3.5679712141539373E9,1.3166026481937337E9,2.0863585232055767E9,1.7131069661460941E10,5.782502277677574E10,1.4488070055586576E9,4.06251618282128E9,1.5499833957608747E9,2.6262290306993607E10,1.9374851149139247E9,2.856523619804688E9,1.7117509463575244E9,2.99243028930095E9,1.0126367369862785E9,1.3288569958171713E11,8.24030899959678E10
9.649694037463855E-7,7.733623701901358E-7,2.5660012101240726E-7,8.69205793679163E9,1.0294751086881614E9,1.0541597364096375E10,4.0450682791906774E8,2.5000202119184994E10,1.4938705417800214E9,1.969118376875387E10,8.231835032893729E8,3.493255346524953E10,3.6589632729240727E9,9.546844736044081E8,2.0447299257769392E9,9.724431042259705E9,4.837576572247375E10,7.532857079834493E8,3.3343634376150765E9,8.327292701783313E8,2.6126629897305378E10,2.264522210602963E9,2.042577728764466E9,2.2182548600713844E9,1.824663677520363E9,7.793715681991616E8,1.3692360145950755E11,6.319872070739792E10
1.0316987633940883E-6,7.451824731204204E-7,3.66E-7,8.939791196366592E9,1.0277842181850237E9,1.0453014857506016E10,3.9759216139089155E8,2.5922771474135128E10,1.377804648224684E9,3.816577663995985E10,7.613898703078195E8,2.928206004423116E10,2.6340079478048673E9,1.4751024126953926E9,1.981887340155774E9,1.8967326194252323E10,6.344172425729776E10,2.0600888099755108E9,4.529485930950409E9,1.776547141589803E9,3.077644730905235E10,1.4779493088144915E9,3.205534493713156E9,1.4767601266855052E9,3.441877648303904E9,1.0858870531339612E9,1.0483174697633333E11,8.44347667752656E10
9.043894013740231E-7,7.84591457328826E-7,3.66E-7,8.259477570237898E9,1.0009302606334871E9,1.0575895126875055E10,4.3957544309503734E8,2.359763573325265E10,1.4263525568838959E9,2.9679100916689613E10,7.81393373060135E8,4.714125676951157E10,5.375650122268289E9,1.5187703601090987E9,2.0502934535530877E9,3.84821606155398E10,4.757861034824028E10,2.2207397912025514E9,2.7463245761422915E9,2.707126015130532E9,3.365323580222088E10,1.8604586314670148E9,3.5375232181931505E9,4.178644637057309E9,4.0360169515003633E9,1.5340138516994023E9,1.37201066054771E11,1.1795301815728757E11
9.711803701047099E-7,7.868015635633697E-7,3.66E-7,8.587525584506373E9,1.0094798436362402E9,1.0480499056268082E10,3.9940635270967364E8,2.3885717305310368E10,1.3957395346978405E9,3.2525134995935276E10,7.736348529282628E8,3.060698913958831E10,3.353386664921593E9,1.4163432415213935E9,2.0839718604799602E9,2.868930743392081E10,5.4593289943954475E10,1.9872943669761696E9,3.6178156904754877E9,2.1762833182283616E9,2.946174925521994E10,1.8228765373104515E9,3.2980324987518463E9,2.7304573564827743E9,3.813163909666896E9,1.2521199929081786E9,1.4339023707413327E11,9.833530435870619E10
1.0325017340914974E-6,7.854302152302489E-7,3.211163850784804E-7,8.810419488291433E9,1.0049784092704949E9,1.053101162421017E10,4.055650980751706E8,2.46762017183918E10,1.492016648240826E9,2.6345773944005363E10,8.14378962298105E8,1.8314387223627827E10,1.6027734534022334E9,9.557221847744164E8,1.919402866968758E9,1.6965079842707886E10,5.771803440565075E10,1.6352655632811823E9,3.8793956094695883E9,1.2675680838153093E9,2.294383432647155E10,1.8866408423140898E9,2.3804749979124804E9,1.6859334048573751E9,2.93360971215787E9,9.079888781856904E8,1.2097894029276634E11,6.093558142092264E10
9.314734378978612E-7,8.439890036522318E-7,2.480526231205468E-7,8.114257375941649E9,9.640089196300353E8,1.0477333589538054E10,4.322883648217532E8,2.216335040073066E10,1.3862942811032002E9,7.439099323301481E9,7.184225038251414E8,3.645857847304272E10,4.505418237387371E9,5.708681872303529E8,1.7800543220110247E9,1.1830094294539455E10,2.6788511951124893E10,9.102552822835463E8,1.444614205448773E9,7.915619556152993E8,4.080806833354794E10,2.1894253934021E9,1.5927013798881083E9,2.88156028989418E9,1.429900077773284E9,9.164295717700604E8,9.411955317719379E10,9.786754521824408E10
8.791099542264586E-7,8.189082334720495E-7,2.921925560071782E-7,7.845472023602603E9,9.565644588569566E8,1.0467364444570787E10,4.762361371995668E8,2.241074109382081E10,1.4391763606932542E9,1.1936793741351818E10,7.337828328832619E8,4.392314681436994E10,5.2773390212192E9,9.880589324397241E8,1.8858350183999555E9,2.955063225207367E10,3.4307692820570858E10,1.7736192079158518E9,1.260476043345314E9,1.8778369300825136E9,4.313450135431524E10,1.9539756847310188E9,2.4029344034591365E9,4.257911612232679E9,2.2822772614937487E9,1.1404472889332008E9,9.626238914371915E10,1.1991300046045876E11
8.624643247194626E-7,9.30878596902197E-7,2.4107823710490804E-7,7.000342801184742E9,8.421002798161663E8,1.007010669409954E10,4.77857044273321E8,1.836336465841451E10,8.854334553401872E8,1.8961146016289486E10,3.5929940574053836E8,3.900809912219779E10,5.224594159559231E9,2.848934362648229E8,1.1626313037440603E9,2.4389089179815308E10,4.294846719404031E10,1.4751799848647654E9,1.4735667884868505E9,1.129041950449734E9,4.403136575422913E10,1.319872952346237E9,6.088146535774764E8,1.5576756867187426E9,1.296778659688194E9,9.337178992963614E8,4.136782108594772E10,1.1835667089441583E11
8.189082334720496E-7,8.791099542264585E-7,2.9219255600717816E-7,6.712802533838769E9,8.227216124458144E8,9.838963568926176E9,4.940533261395992E8,1.869014600053317E10,1.1051028004179122E9,1.5028882929558197E10,4.2698450667921835E8,4.011703903340478E10,5.288841654162935E9,6.840103470890139E8,1.646672207761864E9,4.713133317525396E10,6.114304690962936E10,2.3267586275561676E9,1.7748694586216507E9,2.73274324669038E9,5.222429475300611E10,1.2026610079694955E9,1.2602535370364244E9,3.355859924303382E9,1.547505649212364E9,1.5065783580849233E9,5.847057674658894E10,1.097753922075942E11
8.992550504129862E-7,8.924189599528222E-7,2.6402644388658767E-7,7.588245790956147E9,9.05033855915989E8,1.036360589681067E10,4.568916174548876E8,2.011387929290354E10,1.1673842297713225E9,1.3768466249453346E10,5.561849018489685E8,4.000659392734521E10,5.189709007606916E9,4.556656251392489E8,1.432320230413817E9,1.9601909950471066E10,2.3864552670943504E10,1.3396669376834836E9,7.523276012210637E8,1.154108298797522E9,4.6938558995037025E10,1.774917927474309E9,1.1893194589954793E9,2.6397148863229284E9,1.7076888031860683E9,1.1245975775671008E9,3.2036677786253433E10,1.1455030608121844E11
8.724649854657337E-7,8.936894073701286E-7,3.063454525796753E-7,7.313511969246228E9,8.770087824770812E8,1.0258838385582298E10,4.691238517244378E8,1.9367889358947388E10,1.1624372334337084E9,1.6447860301080261E10,5.255407587385215E8,4.155824514988404E10,5.372401957674362E9,6.498462528311425E8,1.375063595084747E9,3.505906921782602E10,3.2253111750114635E10,1.843020009516271E9,1.0767807812950277E9,2.1077855166154706E9,4.853596816371923E10,1.5089888811970797E9,1.26717837173576E9,3.3493154700690303E9,2.123068467885979E9,1.5412835599229047E9,2.754109345581938E10,1.108050085795439E11
8.505203820042828E-7,8.505203820042826E-7,3.66E-7,7.327386063157671E9,8.856967282190458E8,1.0343827383262667E10,4.825236209008733E8,2.007482454955748E10,1.3897830429344552E9,2.0009638104131626E10,6.567199931362462E8,4.629724077171573E10,5.770221212888091E9,1.110642820088806E9,1.6568638833307166E9,5.591057399338005E10,4.133400544459977E10,2.5023069624731274E9,1.3840308636736186E9,3.537933038127483E9,5.1609280049802246E10,1.3877719813315947E9,1.8321338167892587E9,5.076963236795978E9,3.094170413034103E9,1.993248900089828E9,5.451198583505838E10,9.69715533735492E10
7.845914573288262E-7,9.043894013740229E-7,3.659999999999999E-7,6.225504099047201E9,7.491849962904534E8,9.620176935890612E9,5.039253224991875E8,1.6323263376466564E10,1.0458335835056745E9,1.810183771719736E10,2.948508059976402E8,3.703500484303605E10,4.934425631307097E9,7.603716355107028E8,1.4548612279411926E9,6.564336201428734E10,7.348705636265862E10,2.773051143368007E9,2.376708878621383E9,4.1367274047579737E9,4.689855307414332E10,5.56189418229812E8,1.2090235748443258E9,3.574779330343753E9,1.7838543678768253E9,2.463406051943201E9,7.567239602430788E10,6.589878071272057E10
9.112476536855062E-7,8.543577943966002E-7,3.1025827200657817E-7,7.890843981279296E9,9.40589729780567E8,1.0452672507140842E10,4.41961913276748E8,2.1265733006595222E10,1.3509850231226344E9,1.5087213477276611E10,6.871078686720275E8,4.025794493950843E10,5.019481904767126E9,8.158991499739312E8,1.6942722925942614E9,2.821504998292279E10,2.9269958384748165E10,1.5808694008596E9,1.4832707210438266E9,1.827958900545078E9,4.5130999043046646E10,1.9103438091397426E9,1.977804745416837E9,3.7242377285341573E9,2.533809135426608E9,1.3618814136348758E9,7.5618431031135E10,1.0159722499847267E11
7.546301054241019E-7,1.002374784488976E-6,2.392916859428301E-7,5.029917018510774E9,6.167914677449932E8,8.296023615129789E9,4.614110609652036E8,1.307049699728134E10,2.4507536449319324E8,2.274936232704328E10,9.496633203034903E7,2.5226358757521255E10,3.6486496961634893E9,2.1833994351402563E8,1.389764663465511E9,5.072164131151199E10,9.892503734061961E10,1.303623637953583E9,3.34201669037587E9,2.7093319284179406E9,2.8534639672091866E10,2.7579023658458006E8,1.0584742632676275E9,1.3010231659578028E9,6.133637365016638E8,9.101809966932466E8,1.0924937315946336E11,9.112632956324997E10
7.765412652363355E-7,1.1E-6,1.5011318456926342E-7,5.27108414858026E9,6.412607254665072E8,8.540025165427796E9,4.751061733859958E8,1.3235373878980986E10,7.326656679685535E7,2.578131942392999E10,2.0128161821476795E7,2.4078127372785885E10,3.58503367870385E9,7.51631834442692E7,1.3302113525882146E9,4.353823469930214E10,9.805948515594473E10,2.473833064848561E8,3.273171068407333E9,2.081054348099274E9,1.836100787112534E10,1.6899314106469017E8,4.353910221050443E8,1.9751723942209408E9,1.8301779849989268E8,6.408015064360378E8,1.1448839940006404E11,8.653244096076968E10
8.339823166268478E-7,1.0497750786419007E-6,1.279857166247311E-7,6.267200538368367E9,7.508354042977923E8,9.634334454820639E9,5.01556716072115E8,1.5564035586951593E10,2.8871259537093925E8,2.735581648283317E10,6.630396257835531E7,3.1644749922410755E10,4.537939013896455E9,1.5340321612813962E8,9.500289587256392E8,2.8451417912235962E10,7.585015604734326E10,6.711606036311988E8,2.7282576151722655E9,1.0970864709962084E9,1.3526290558616251E10,3.886574046217907E8,5.125645050773284E8,1.5729883502976458E9,7.228065642310586E8,1.0402603419696234E9,1.0936438802030159E11,6.678229325131715E10
8.30854392777202E-7,9.61989929172913E-7,2.91306192089481E-7,6.497915323645041E9,7.807828845813776E8,9.781658878058256E9,4.9261223477783406E8,1.6596874776540667E10,7.364577784579769E8,2.2273780521338665E10,2.285470061816302E8,3.578239416645847E10,4.883974212143952E9,3.797984805658823E8,1.0591071848813593E9,3.951398308398621E10,6.2286727728579094E10,1.7202188021365745E9,2.1982530717449055E9,2.1439742220102408E9,3.574485463727732E10,8.490033976452626E8,7.986027076864854E8,1.7219427345158994E9,1.457996754112099E9,1.5980191930043037E9,8.053288567813448E10,9.642369119273174E10
8.109169993948241E-7,9.853211536285521E-7,2.42627784910917E-7,6.066626334380924E9,7.355183976682248E8,9.39380065370328E9,4.90167532555622E8,1.562527855439223E10,4.899949793151626E8,2.3794964189651436E10,1.0247321771752277E8,3.2340974704874718E10,4.533022837210354E9,2.0408873863568175E8,1.1269066522493925E9,3.879978115455228E10,7.725959579239447E10,1.3897115655793636E9,2.7185539499281087E9,1.8708992440992517E9,2.9330129000839718E10,6.347504501474242E8,6.560678194359894E8,9.425940103772749E8,9.656573653450737E8,9.864157500077059E8,9.87503724857513E10,9.715733546639578E10
7.078651581524429E-7,1.037958680575358E-6,2.639642477433464E-7,4.126662195122945E9,5.047978566705609E8,6.928763066027394E9,4.041704558139317E8,1.0259746202221794E10,4.646875272435485E7,2.0236589324573196E10,2.50734416735583E8,1.76842158210248E10,2.652047511007973E9,2.0976317735110986E8,1.4830406728443654E9,5.172198573938475E10,1.0399482147051463E11,1.0075922407853125E9,3.367188421315199E9,2.899072328472071E9,3.276304228316915E10,1.3725012300339234E8,1.5345405216309934E9,1.8644616099672694E9,3.467386131546714E8,1.2235533252258418E9,9.206214501830267E10,8.925518109398756E10
7.511613647068291E-7,1.1E-6,2.1793221813131345E-7,4.795465985026932E9,5.864341725866154E8,7.935911337603072E9,4.51613559396493E8,1.2099561058308207E10,5.4096235897856005E7,2.4150885914415226E10,4.409210363582679E7,2.1193951783886982E10,3.1881245881000443E9,1.1351273354851079E8,1.428988626005611E9,4.7970930180944176E10,1.0259260002347461E11,3.1342272800208825E8,3.3598428222127914E9,2.45155578950182E9,2.4639992262098774E10,1.647238798689775E8,5.149952216074113E8,2.02238341672194E9,1.3775440687639338E8,6.083365419783095E8,1.0939830321327008E11,9.37616803223156E10
8.077666847826559E-7,1.0470370410633436E-6,1.9563599318069256E-7,5.838865939808514E9,7.066512295530599E8,9.191862890984562E9,4.920616584604595E8,1.4721923944454155E10,1.9476382427602565E8,2.6599306791449356E10,2.4518857153418783E7,2.8840244659992905E10,4.1843165783426614E9,2.8635753335670665E7,1.133626407973826E9,3.56253561914184E10,8.66225452664653E10,6.228561058287282E8,3.0211544371489997E9,1.4928193593725004E9,1.554308370353698E10,3.0286327385523885E8,2.278337602471403E8,1.5591859657443888E9,4.856580245448426E8,4.967489672234957E8,1.128205991636543E11,8.083681979610529E10
7.63050382026552E-7,9.867803018432213E-7,3.66E-7,5.80451455518898E9,6.909711265960039E8,8.958842528443615E9,4.984181870006163E8,1.3374572318262388E10,6.071610081577524E8,2.1229843759871822E10,9.917732060927221E7,2.5110738279964424E10,3.5423397300319066E9,4.481361970082996E8,1.4185853919518056E9,5.5256886006264656E10,9.63434089131958E10,2.275406901774825E9,3.178274439106026E9,3.3988709007376566E9,3.0015708335678574E10,3.523394570748043E8,2.0325581778544888E9,2.1400022708833466E9,9.166212345220475E8,2.3399845232739944E9,8.803486897745662E10,6.141436720592459E10
7.180180849536956E-7,1.0332987106929141E-6,3.192208827875589E-7,4.7118971700038395E9,5.677246797708495E8,7.396322208913998E9,4.306645548998554E8,1.0814893028729727E10,1.2998132919910786E8,2.083859014453139E10,2.978577534018086E8,1.7737588773355587E10,2.66038897580384E9,2.5339412820888647E8,1.5355260815776834E9,5.1735110278759636E10,1.057673037438183E11,1.4867629986196818E9,3.3841730874370418E9,2.9529809789117746E9,3.3562755028367546E10,2.4208574920584142E8,2.2249704586631093E9,1.9355524787765799E9,4.1191537064325994E8,1.8369634002071645E9,8.197885534654094E10,8.222267835600267E10
7.451193942950919E-7,1.046931435930953E-6,3.66E-7,5.526182979041421E9,6.562725772581121E8,8.291828294505874E9,4.7874155319841105E8,1.1806640797804081E10,3.482006415978288E8,2.194124957542425E10,2.1772686716508505E8,1.8312572570441185E10,2.7469649910114865E9,3.087482728215722E8,1.5667655367321727E9,4.9578235158024666E10,1.0578711239356462E11,1.8975252654476826E9,3.319477636274468E9,2.9257070935228305E9,3.11395145792113E10,4.495230551697623E8,2.397287431787277E9,1.8764836690383008E9,3.7027695317987335E8,2.178198095263698E9,7.663068199951099E10,7.329926972446983E10
