% Model,2016_04_06_SiwHoles_dispersion.mph
% Version,COMSOL 5.1.0.180
% Date,"Apr 8 2016, 11:48"
% Dimension,3
% Nodes,1276
% Expressions,25
% Description,Velocity magnitude
% Length unit,m
% X,Y,Z,solid.vel (m/s) @ Eigenfrequency=1,solid.vel (m/s) @ Eigenfrequency=2,solid.vel (m/s) @ Eigenfrequency=3,solid.vel (m/s) @ Eigenfrequency=4,solid.vel (m/s) @ Eigenfrequency=5,solid.vel (m/s) @ Eigenfrequency=6,solid.vel (m/s) @ Eigenfrequency=7,solid.vel (m/s) @ Eigenfrequency=8,solid.vel (m/s) @ Eigenfrequency=9,solid.vel (m/s) @ Eigenfrequency=10,solid.vel (m/s) @ Eigenfrequency=11,solid.vel (m/s) @ Eigenfrequency=12,solid.vel (m/s) @ Eigenfrequency=13,solid.vel (m/s) @ Eigenfrequency=14,solid.vel (m/s) @ Eigenfrequency=15,solid.vel (m/s) @ Eigenfrequency=16,solid.vel (m/s) @ Eigenfrequency=17,solid.vel (m/s) @ Eigenfrequency=18,solid.vel (m/s) @ Eigenfrequency=19,solid.vel (m/s) @ Eigenfrequency=20,solid.vel (m/s) @ Eigenfrequency=21,solid.vel (m/s) @ Eigenfrequency=22,solid.vel (m/s) @ Eigenfrequency=23,solid.vel (m/s) @ Eigenfrequency=24,solid.vel (m/s) @ Eigenfrequency=25
1.6397666498557086E-7,1.1E-6,0,7.507820695577783E9,8.524238713539195E8,1.1065972142043886E10,5.1406352507465065E8,1.7610932083183823E10,2.5063988347843432E9,2.673466538134272E10,1.427607592394634E9,4.267811733648184E10,5.822052418082319E9,7.070151742949826E8,3.2830993201548275E7,4.255106310754666E10,2.156181295373421E10,8.926700381192801E8,1.0801708760674372E9,2.8836810953373737E9,2.7616100426494137E10,7.336457840851297E8,1.2813547509876888E9,2.306553376410042E9,6.774209571929668E8,1.8372712180562458E9,1.0646157987491202E11,2.14161374495184E10
9.114119893901805E-7,2.0641565034104693E-7,4.7444450151214064E-8,7.691321258413726E9,9.083903643353031E8,1.0477306763259157E10,4.5130609464383906E8,2.0007359868236576E10,1.2316952559874074E9,1.7549458850072445E10,6.018506804683172E8,4.076467128322985E10,5.252035443939709E9,6.897536768036599E8,1.4193298510556326E9,3.0950004331148804E10,2.3697987035164474E10,1.5618411681190412E9,1.1634245094842036E9,1.9990679282458036E9,4.608476067318771E10,1.7107033577641726E9,1.4873877922167509E9,3.3519679532259808E9,2.549117320246496E9,1.5698520140201032E9,4.1192670702929474E10,9.82117530310901E10
8.143981265132732E-7,2.1725590809712165E-7,7.498287556169689E-8,6.625474669775774E9,8.124554914073436E8,9.777150596724178E9,4.9406295667048234E8,1.843976043950265E10,1.0726393746683084E9,1.5486809417618715E10,4.0026709390095264E8,3.9741298963478165E10,5.264169819033151E9,6.634413164589814E8,1.6381394538718705E9,4.81921764399539E10,6.379018263500602E10,2.323282938748939E9,1.8815139118835194E9,2.7908929306146936E9,5.227599603547106E10,1.1573998346285853E9,1.2251966708716109E9,3.2213253033144274E9,1.4914212403133235E9,1.5323769858248367E9,6.105335645466024E10,1.0794750463166739E11
8.477181812106651E-7,1.7696577478680927E-7,1.1340874637181313E-7,6.854381627445553E9,8.290197425297793E8,9.957390337791656E9,4.8050924455769354E8,1.8171305624715652E10,8.996665532146573E8,1.8489450537300213E10,3.4824031638750577E8,3.88710832064397E10,5.194336298213729E9,3.6599810609824747E8,1.226406500939523E9,3.1085838958435047E10,4.845958468842065E10,1.6706079365038538E9,1.6212162279771051E9,1.571231218604736E9,4.520454963163842E10,1.2616028522423475E9,6.829824425440154E8,1.8565998539420927E9,1.2890844442943609E9,1.0506214006156224E9,4.810902984566171E10,1.1865489181551909E11
8.60836102639758E-7,2.0046440129834071E-7,4.8295713921084123E-8,7.159000941708419E9,8.591298079581491E8,1.019633599481094E10,4.751854614413089E8,1.8876319790737003E10,1.1350808650086846E9,1.7541554890526115E10,4.929291044336741E8,4.154745647295907E10,5.39302924839767E9,6.761664347887992E8,1.3178922401138957E9,4.052874436662514E10,3.67650580678582E10,1.9739590198062892E9,1.2280661406822393E9,2.453411477643124E9,4.857472441147021E10,1.3706621849111366E9,1.148411913772394E9,3.4271612841201954E9,2.151721310464366E9,1.7039484891165586E9,3.1088679308373764E10,1.0687928488604248E11
1.0066639929398168E-6,2.1863460289693596E-7,0,8.281039654796877E9,9.381356083883077E8,1.0742054999734554E10,4.197626072059052E8,2.1138867956896236E10,1.382668983049335E9,2.5826353768749992E10,7.2644496488126E8,3.204011402727766E10,4.2203075533465014E9,9.897312911231117E8,1.6360498681256573E9,3.370246423726765E10,4.3511127017761955E10,1.684204000335082E9,2.3801822522603846E9,2.1498853607818527E9,2.8924450011631588E10,1.8215071537104957E9,2.176136984864036E9,2.9165231523561177E9,3.580827180305619E9,1.3916335904128346E9,8.962866386635432E10,5.387550793989048E10
9.687335231533004E-7,1.830232468711359E-7,7.953567118387823E-8,8.015997522709481E9,9.229193721327555E8,1.0697058577620056E10,4.395814059676836E8,2.0432941897878853E10,1.1913116307199278E9,1.6859270008971498E10,6.022415623553625E8,3.7383460892194695E10,4.968031727874682E9,4.8724455702888155E8,1.3653535774803007E9,2.3822093406453983E10,2.0025214365187756E10,8.622192890582836E8,1.0063197031277095E9,1.792340718949247E9,3.865486387065101E10,1.8379129358637385E9,1.1760391337621355E9,2.1247644993478546E9,2.456634339005423E9,1.3371189218085594E9,4.891577521735927E10,7.863465128362798E10
9.302237552254451E-7,2.3792061462903616E-7,0,7.981411734451722E9,9.373497649339255E8,1.0540518599203602E10,4.260499299856462E8,2.0833398798693535E10,1.3587704771866918E9,2.4729165703504845E10,7.071038650279034E8,4.0718229085585434E10,5.088224845081881E9,1.0833284038315108E9,1.6739730327744753E9,4.10973032661942E10,3.529191904578216E10,1.9740210871708791E9,2.063621079964752E9,2.7040571127507925E9,4.402882753604595E10,1.7795893342012074E9,2.2252280344271846E9,4.0768539188431334E9,3.531670135419293E9,1.655680450704735E9,8.478172879105641E10,8.0072247216563E10
8.505203820042828E-7,2.494796179957173E-7,0,7.330536861459276E9,8.862328547380464E8,1.0345416990514055E10,4.831386207614942E8,2.008352340806557E10,1.3920443465086E9,2.001111447335124E10,6.590099006617032E8,4.6354556223610664E10,5.776413113714034E9,1.1118222637642632E9,1.6617806719738176E9,5.587094579099177E10,4.1490989868845604E10,2.486981949992023E9,1.352618087252278E9,3.540192738084015E9,5.184755689369239E10,1.3979367819376128E9,1.8558158287648473E9,5.105636922359211E9,3.0997791391312485E9,1.9999210751441574E9,5.518560293551874E10,9.736581232960666E10
7.995640522273067E-7,2.0599013991473127E-7,2.1523623148143672E-7,6.303122114241805E9,7.80528479475579E8,9.439047041012148E9,4.848222288363256E8,1.776336868502738E10,8.880092646382848E8,1.7033683269560305E10,2.802577620509668E8,3.766186301919963E10,5.104005330469328E9,4.574377285865224E8,1.621077522762732E9,4.446724097267357E10,7.348612125180981E10,2.148827700580247E9,2.3112612999194193E9,2.360056294287888E9,5.0770840097160965E10,1.1121908057469766E9,4.335122794720431E8,1.9136644598938868E9,4.790891945441968E8,6.284763807955216E8,7.268004522785915E10,1.1175406295697389E11
8.423633868152231E-7,1.55770752902941E-7,1.737183381869244E-7,6.670267835588379E9,8.079850906543388E8,9.83772328471874E9,4.8357407576799005E8,1.7576602585797794E10,7.357573011914334E8,2.0669011201785416E10,2.6098092110167605E8,3.729333814734376E10,5.071899075635911E9,1.7880706980246207E8,1.1333312755008612E9,2.7620687474169147E10,5.581201083764233E10,1.4503643074759054E9,1.9708113794973173E9,1.1384257710428884E9,4.083116997838001E10,1.1234618295937357E9,1.5126154688417533E8,6.837977814239058E8,9.102128134679261E8,3.5145236165739655E8,6.3689026156157234E10,1.1876830445430257E11
8.397528004212763E-7,2.3908471467612266E-7,1.4616329720667625E-7,7.1228176557136545E9,8.763610432456526E8,1.0020955881552797E10,4.899392219324475E8,2.0170348289773838E10,1.188746997094856E9,1.0679001715304245E10,5.2022698397524613E8,4.0355511275253395E10,5.236377933438019E9,5.843098952055702E8,1.7480088760665843E9,3.1238642007208187E10,5.072561635669128E10,1.924799880847927E9,1.1939787225717144E9,1.6405897060033014E9,5.150967636760047E10,1.626626786524799E9,1.0361275564718095E9,3.064214142405891E9,6.280002987618691E8,5.221726340533431E8,6.081630609995227E10,1.2786823678590617E11
8.852490168619738E-7,2.211713177703555E-7,1.0989641046975032E-7,7.522443337308686E9,9.04859555104561E8,1.028950894606146E10,4.606324970453112E8,2.0311117667341576E10,1.1978989734249303E9,1.2032185139418734E10,5.654322579751798E8,4.054188843696581E10,5.213131670402664E9,5.114973436235492E8,1.522345533933877E9,2.173815035273779E10,2.8055650684233814E10,1.4708769636140172E9,6.64077500853066E8,1.2061095605390203E9,4.880741521317569E10,1.7995837810449822E9,1.257792740845936E9,2.866779504128889E9,1.471412840146538E9,1.0001811339044318E9,3.7005192373169876E10,1.197438076458875E11
8.797922980174057E-7,2.1023818275341366E-7,1.739529441788124E-7,7.405464549813077E9,8.929117254505769E8,1.021570378709945E10,4.635189951058014E8,1.998203905608173E10,1.1088014652023776E9,1.2480611816352201E10,5.0704001697987676E8,3.998455003090109E10,5.209802916708775E9,3.343550710218446E8,1.4517095017028036E9,1.5940749994884315E10,3.0210415803345043E10,1.3492344085041666E9,6.235097527057306E8,6.011731253780804E8,4.878219534282667E10,1.7679160609369204E9,8.184176524200454E8,2.1167066273243005E9,7.277007800234014E8,4.293483231198854E8,2.3912228977468998E10,1.2633405762599556E11
8.22731104662923E-7,2.240510092831368E-7,2.8965699882733496E-7,6.785120590802294E9,8.316915972074953E8,9.889249947967852E9,4.9443696203284484E8,1.893901829181692E10,1.1254293440978758E9,1.4472619595411745E10,4.4588053597847813E8,4.040086899952185E10,5.305907141325753E9,6.921882065326415E8,1.6596346191025786E9,4.558977679082824E10,5.880302482841798E10,2.2920340391672773E9,1.6782777274618948E9,2.6387762995178194E9,5.225380988716713E10,1.2690002988411372E9,1.3118923823377645E9,3.422378212415687E9,1.55014695593137E9,1.4559592260106874E9,5.777092969658814E10,1.1331635402708534E11
8.595256406668014E-7,1.78123788921256E-7,2.3817907051201598E-7,7.005800011243134E9,8.450644775005889E8,1.0053468503928154E10,4.769542977741986E8,1.853931703056122E10,9.212648924176944E8,1.7974738163259586E10,3.7591088044092184E8,3.92222862082091E10,5.230056500564818E9,3.1263734826352316E8,1.224500501567856E9,2.5408009615120846E10,4.290805900629127E10,1.5380480563188016E9,1.418683577417817E9,1.1900820748042333E9,4.559309156982156E10,1.3729094074508028E9,6.362380064733119E8,1.713024736614711E9,1.2214202386081312E9,8.724497939629596E8,3.810609765813981E10,1.2129126920425926E11
1.0235765481515614E-6,2.2266656040164525E-7,7.331380706030977E-8,8.419039954119983E9,9.492693052312925E8,1.0728158782961092E10,4.1816939708755654E8,2.1909555273464546E10,1.4068745594096296E9,1.4458119059015757E10,7.358443458598058E8,2.6590189890157097E10,3.619912193728195E9,5.602775434992006E8,1.6098944712410343E9,2.668995518769073E10,3.7789473098797134E10,1.0445328993615433E9,1.939730386922603E9,1.7847937521117482E9,2.4181585065639767E10,2.0408888047109458E9,1.4824191480324564E9,2.0597124549816997E9,2.6422775744721303E9,1.2390961065534923E9,9.500604478905402E10,4.7169927594542694E10
1.1E-6,1.2881106068040855E-7,1.4191111964054743E-7,8.315774185708561E9,8.819325154506766E8,1.1029352066718254E10,3.865423219885215E8,2.0514295244552242E10,1.0385799815340428E9,2.0955796211199707E10,4.9968735616015637E8,4.129104827636906E10,5.356942260359119E9,9.466289818710446E8,1.0157906555933516E9,4.6502083746256836E10,1.9602915739565E10,6.794414014754065E8,8.936845205657862E8,2.690825213646905E9,3.763443907906563E10,1.4739773976045732E9,3.4772739249403673E8,4.235879862963159E8,2.266185667878097E9,6.637208007940813E8,3.571592854816796E10,4.486002815041781E10
9.603819368744635E-7,2.4867516364626587E-7,6.98750374478584E-8,8.246265997192536E9,9.638193317151694E8,1.0562943690233461E10,4.230384831130371E8,2.205285682582147E10,1.3992227911612208E9,1.4244712761396612E10,7.379754808487226E8,3.304055613464771E10,4.149035657840608E9,6.817894967817006E8,1.7697082349975617E9,2.028890732027039E10,3.40418868694641E10,1.1092278536361506E9,2.0134512978046594E9,1.413083994865269E9,3.6344955175963295E10,2.0966606231514513E9,1.8814919564032493E9,2.958996052498205E9,2.444592410338099E9,1.2282673943716657E9,1.0101252016450124E11,8.204828641854881E10
1.1E-6,2.0173558815313394E-7,8.918451824413011E-8,8.497210493449754E9,9.121051323749118E8,1.0841692436570797E10,4.061819454532922E8,2.1752493839060432E10,1.4544480944063265E9,1.370877198860977E10,7.214891095721492E8,2.6551170420409187E10,3.7023826004951863E9,7.10935641124708E8,1.287352439397125E9,3.470243119613837E10,3.742710818284264E10,1.2799483918558385E9,1.3040580495728908E9,1.9615729946158564E9,1.680954175451638E10,1.8824569404147577E9,1.1365181596007543E9,1.2247952642031064E9,2.6515579335705404E9,1.2112060516912665E9,8.663034337083617E10,4.782328200970549E9
1.0412636574139123E-6,1.9603058091596825E-7,1.331256350748875E-7,8.406027893276661E9,9.350140733519439E8,1.0806424191997948E10,4.159889382402933E8,2.1590457236217037E10,1.3246100853028746E9,1.1311553955975288E10,6.793910302988645E8,2.9472302030147404E10,4.0581341548489437E9,4.747146133201954E8,1.432349025395859E9,3.2213530003334435E10,2.8723801651238052E10,6.895549422231116E8,1.0197169384703037E9,2.1388185412183464E9,2.5362077745594242E10,2.0203304722424212E9,6.430698533169652E8,1.224076971731894E9,2.1034485363492281E9,8.794951528390232E8,8.208039071351588E10,4.029412373351199E10
1.0511086268464541E-6,2.5861939188912724E-7,5.4356150364635046E-8,8.621322724278065E9,9.635665069415737E8,1.0661367694941319E10,4.1468807895945734E8,2.2987110005401497E10,1.5113666355783236E9,1.862941376955261E10,7.983570595306967E8,1.523428663462359E10,2.1930782803346243E9,6.86299796853626E8,1.7057441497201986E9,2.398493975362224E10,4.947056973163561E10,1.4875395062013242E9,2.8252843016495876E9,1.5081762232950277E9,1.385644911059942E10,1.9883439121442235E9,1.8991483760405815E9,1.9338781622528756E9,2.88156003428784E9,1.188327112665872E9,1.1364218980870486E11,4.3695535270709946E10
1.0010185532866792E-6,2.718640870972343E-7,3.915586951040166E-8,8.5256395004485445E9,9.805925861319604E8,1.058491069187443E10,4.1086791960218436E8,2.298564651744086E10,1.4584016999682422E9,2.1594158710884884E10,7.876099418180407E8,2.3951199292871296E10,2.937239494743528E9,8.898473969885077E8,1.8798107291284373E9,2.2895069031937016E10,4.8176585841757614E10,1.455308056644399E9,2.9948802881273727E9,1.5785065627791333E9,2.5839172024657413E10,2.0113841085814924E9,2.3177051851903677E9,2.573910540101284E9,3.0761390992032037E9,1.1829805722914543E9,1.2207003481158026E11,6.802562399335862E10
1.0495494687001072E-6,2.9523885980578147E-7,0,8.715932340295975E9,9.818937592756042E8,1.0553397138166578E10,4.145354112281732E8,2.379093740633163E10,1.4561850165370982E9,3.2082914567425125E10,7.816970902671691E8,1.1576182547001707E10,1.2548265174587712E9,1.1584767939793746E9,1.846356104088141E9,2.3012157468471256E10,5.903760922762257E10,2.038750046402237E9,3.7711335534387484E9,1.529510454740101E9,1.9517028133977238E10,1.679797332599427E9,2.8783821987718234E9,1.825704786136114E9,3.828801388669601E9,1.0375054472463138E9,1.2132108424503322E11,7.669747920645558E10
1.1000000000000003E-6,2.4975962832211065E-7,0,8.579773221566443E9,9.326372681086181E8,1.0702229912352102E10,4.268187864771407E8,2.243915803606306E10,1.5305414582583714E9,2.8432673877299625E10,7.768740692090254E8,1.5292458173501467E10,2.4090052196480136E9,9.193670707497683E8,1.4619677395722482E9,2.618423942024826E10,5.511611029825883E10,1.9556555741539383E9,2.893082933358423E9,1.4080349594988496E9,4.738530422922616E9,1.6526798460577009E9,2.456308773616085E9,1.607980981889096E9,3.9392279728752875E9,1.5071210816594422E9,1.0580219124486836E11,5.712232942927439E10
8.862186254857523E-7,1.699138309890939E-7,3.66E-7,7.335508779000426E9,8.60415496283999E8,1.0467647832282227E10,4.7393830869519925E8,1.822699770399994E10,1.1677075793889236E9,2.257143214613375E10,5.3105581614830595E8,4.2319577216319984E10,5.511932492811965E9,8.089600096624736E8,1.0338564889099374E9,4.929534042514152E10,2.693633165714229E10,1.988161772026261E9,1.3359024550407805E9,3.1564169526468534E9,4.41522587879828E10,1.2836133382980957E9,8.408844357974894E8,3.7102596479211116E9,2.598143581829568E9,2.0544486767811391E9,4.181665207609449E10,8.198426404086217E10
1.1000000000000003E-6,7.822560393911033E-8,3.660000000000001E-7,8.07249550266053E9,8.540032969379053E8,1.1270214300095383E10,3.92353908981277E8,1.909099514273517E10,1.2760860958150442E9,2.5519934732725567E10,5.825712499127125E8,5.075689840036038E10,6.357323042256114E9,9.72473310718032E8,1.0607991732654856E9,4.261842728448223E10,2.7893101920536564E10,6.271042116372137E8,1.0676720329677011E9,2.6421308070269666E9,4.617625582202364E10,1.3131013165555432E9,7.39579356535401E8,1.640517809812122E9,1.7373603971629884E9,1.7055295798242686E9,3.159655270320398E10,5.7710542459486916E10
1.0469080140387096E-6,9.9039523594738E-8,3.27066272608136E-7,8.093165403141802E9,8.839970932555356E8,1.113436130043569E10,4.2516301319406915E8,1.9467423369654E10,1.0559396128786337E9,2.4873750354145576E10,5.0572783545261014E8,4.6958790211130486E10,6.102979580690581E9,8.97333878718254E8,1.0017216956919539E9,4.356327201621561E10,2.1624646051552143E10,6.790863101403219E8,8.395747170703301E8,2.890296692586083E9,4.2985508053247696E10,1.3537062765884564E9,7.944357702963233E8,1.6555433851157684E9,2.3898064816341677E9,1.5014732205231466E9,1.994775728200316E10,5.22521665328508E10
1.0284437867150525E-6,1.3162583490606757E-7,3.66E-7,8.061718136849441E9,8.901737022290797E8,1.1065758742039883E10,4.3420555082773376E8,1.9475581755582497E10,1.2642664860020726E9,2.4819077208181416E10,6.243005936550866E8,4.4129679042738235E10,5.767512099147796E9,8.994939266603566E8,1.157939811733211E9,3.9546242196556625E10,2.9845586965455265E10,1.1126301184893184E9,1.1024348387739584E9,2.4968501517258706E9,3.751352115550011E10,1.5286987796472194E9,1.2406946351828763E9,2.3707024125871396E9,2.6577737359764967E9,1.4759776413093486E9,2.7112537247389336E10,3.7052609505918144E10
9.862750735665211E-7,1.409387432592165E-7,3.0561169129793086E-7,7.969071518085264E9,9.0321314728191E8,1.0867977318104439E10,4.467156103140449E8,1.9693329601526596E10,1.0709214805526077E9,2.1670776405413815E10,5.294612402068992E8,4.128041456539487E10,5.506717541790477E9,6.366023952539997E8,1.1061135435128062E9,3.1874645669162266E10,1.6643304877645344E10,8.335370679333761E8,8.386848995561446E8,2.358032406814459E9,3.8698427817160286E10,1.5717499855149028E9,9.621709025368564E8,1.8448429919965975E9,2.6030436136863956E9,1.4664042618335714E9,2.868665546391097E10,6.320559405260008E10
9.598842412417504E-7,1.7577368751279028E-7,3.66E-7,7.896415841786195E9,9.04495601211907E8,1.077284928636021E10,4.4392815061670786E8,1.9586760236537594E10,1.2665834147501733E9,2.404120330790845E10,6.378890690755084E8,4.106937295198839E10,5.369409660650361E9,8.89923604977722E8,1.2948237217977788E9,4.0528683295751656E10,2.5980658987615166E10,1.5931372228409045E9,1.5120955640140307E9,2.622931286757973E9,4.015333720976928E10,1.6303740641647656E9,1.4920116917179074E9,3.321673047893516E9,3.0429501154413075E9,1.6471852378899615E9,4.706117921380904E10,6.344556254601586E10
9.304547045178921E-7,2.1350897191434248E-7,3.125524151110943E-7,7.876336621455534E9,9.252356454546121E8,1.0536997817544254E10,4.418911162925684E8,2.0537099620442192E10,1.2719610879517708E9,1.669433890460474E10,6.400706025180428E8,3.899318015511565E10,5.020511136831954E9,6.727443974173292E8,1.5096733231054182E9,2.6911906899907303E10,2.4429628993033943E10,1.3949134666236415E9,1.342701652828636E9,1.7950088167859604E9,4.3683783159429695E10,1.844191226706414E9,1.604229328384361E9,3.194603381163775E9,2.587109283228213E9,1.4668158725914774E9,5.724832770008031E10,9.313959244503027E10
1.1E-6,1.2550171011494032E-7,2.2486984724665748E-7,8.307932970322632E9,8.806852763402125E8,1.1040097087308992E10,3.86445477037909E8,2.046790717292008E10,1.0176916287607855E9,2.1402826350737907E10,4.885878587909367E8,4.18067371228264E10,5.410749460088013E9,9.578895034348284E8,1.0012072452577299E9,4.692650248902412E10,1.9134154677909092E10,6.634966012564046E8,9.539455782917646E8,2.712542287026712E9,3.846981827024949E10,1.443172425340542E9,3.416502643851909E8,4.461854106683702E8,2.2537453400715632E9,7.057537205941727E8,3.3069581137585957E10,4.6722206907539246E10
1.042603145368593E-6,1.566120682608267E-7,1.938344295677795E-7,8.2953919260088E9,9.169663688393742E8,1.0906047427183592E10,4.1722704806034786E8,2.0840990072749935E10,1.1183536624042065E9,1.700327515249573E10,5.644741098321329E8,3.6829130901878944E10,4.959135034924346E9,6.345941264676763E8,1.2194383353810008E9,3.844349962218717E10,1.911635729088499E10,4.392444278207948E8,9.361123447981693E7,2.602238785436995E9,3.3582034776643314E10,1.7732665483103259E9,1.929382890250925E8,4.420000331231535E8,2.0919548551124794E9,4.262294292339763E8,5.264716546720993E10,4.9423135079723236E10
1.1E-6,1.1227515302033729E-7,3.035790937032077E-7,8.225800259156725E9,8.719374210766723E8,1.112091439552611E10,3.8951569200247425E8,1.995474645671857E10,1.0959986462517111E9,2.360769805216135E10,5.1379714572920024E8,4.5047101243051445E10,5.75392274308789E9,9.75972845628298E8,1.03287350909672E9,4.602434236755904E10,2.4583342162250637E10,7.459405948263246E8,1.0655749026871984E9,2.7058092822721543E9,4.064451911120375E10,1.4017802440673811E9,7.935172452358029E8,1.1915291062033687E9,2.568352912556969E9,1.5568666632673926E9,1.105353975076064E10,4.586371357235582E10
1.0367548295388156E-6,1.4674636221085358E-7,2.8078674915123045E-7,8.218104772667044E9,9.09425241314644E8,1.0954225814464872E10,4.231281326049211E8,2.038910078070886E10,1.123576660983323E9,2.000137321728687E10,5.62305145522257E8,3.950219861276084E10,5.262016370198318E9,7.149475659520646E8,1.1914151982306185E9,3.8504195356011116E10,2.2973180546257442E10,6.998762513328803E8,7.090529822663503E8,2.627063273253838E9,3.53787599757257E10,1.6725100707821493E9,8.613453943429103E8,1.2877744238579257E9,2.647614727272674E9,1.2020315688206034E9,3.822927938546227E10,4.5781521103923454E10
8.505203820042828E-7,2.494796179957173E-7,3.660000000000001E-7,7.326363725442573E9,8.855661155822375E8,1.0347376509568544E10,4.8341717537867206E8,2.0081117657113735E10,1.3904848653798444E9,1.998469421364242E10,6.564359276318308E8,4.625203734818688E10,5.766272341733733E9,1.1087928114836786E9,1.6605552793420508E9,5.585927006312233E10,4.151844297190835E10,2.510618513316604E9,1.3858246428893108E9,3.537559468478206E9,5.172287827454975E10,1.402496209643749E9,1.8358427974165437E9,5.10416158730977E9,3.0863886241928177E9,2.0002607728904214E9,5.507259352905235E10,9.711305361737938E10
8.966436395419115E-7,2.049390183911787E-7,2.7621219819178164E-7,7.550140897445272E9,9.001414048721557E8,1.0358209249578712E10,4.583207383830643E8,1.9945551557787796E10,1.162218658371899E9,1.475283372117169E10,5.500950951172538E8,4.026249248013887E10,5.226277039597398E9,4.9701466422219145E8,1.4047645725573118E9,2.272038993968426E10,2.4795850585369644E10,1.4263513358552084E9,8.421372275906883E8,1.3608991956614301E9,4.712185043260096E10,1.7288861478102188E9,1.2123302332963166E9,2.7693821568671494E9,1.8728392891242445E9,1.247582258374343E9,2.9403909104743946E10,1.1243627291779887E11
2.1856131697212066E-7,8.160327036150723E-7,2.900918845079499E-7,8.03309519435135E9,9.802291742052346E8,1.0613718005611675E10,4.8804827937529916E8,2.292629097883405E10,3.796101930636065E9,1.2364696672945343E10,2.469000526120276E9,4.382748024197718E10,5.254043864054063E9,1.0877264752349033E9,1.825032448318035E9,2.7306193016174633E10,3.4291349909082882E10,1.7896524023014934E9,1.3578352603139274E9,1.85856001373222E9,4.2967089916999435E10,1.7880980778553028E9,3.2492148352579055E9,6.280310483181972E9,1.176215680304815E9,1.165966510267055E9,9.735235643898656E10,1.1010660674104768E11
2.1326339292251424E-7,1.0092287898806114E-6,0,7.227824497207586E9,8.384625088043921E8,1.0681063466456785E10,5.192337125872958E8,1.7175224535337194E10,2.822089968553599E9,2.5049603520134525E10,1.8436825113362806E9,3.787850562146947E10,5.195823429926077E9,6.32163577717858E8,5.906999432890996E8,4.6209147853760506E10,3.910319269047106E10,1.5542810872592928E9,1.4450398783607929E9,3.017895779844704E9,2.6478160003991333E10,8.293304120788785E8,2.1219856914614954E9,3.2165459459545903E9,1.0230374550518612E9,2.1247943496618128E9,9.222598648343025E10,5.145896166214437E10
2.3508341532389043E-7,1.0328424829835474E-6,4.3197485924725375E-8,6.92988499443742E9,8.152298935682483E8,1.0352029410646763E10,5.2429056850027966E8,1.6686006270327877E10,2.1736638911338935E9,2.646577850702032E10,1.4663284465720096E9,3.433099816649189E10,4.846959561466822E9,4.1096241879057586E8,7.10734495943966E8,3.508632270955859E10,5.657737857209388E10,1.2272656293456724E9,1.960125179280881E9,2.068647279088101E9,1.8693197488049862E10,6.295019692733748E8,1.4851883885244665E9,2.2431827050211496E9,8.774453373268834E8,2.002031966477149E9,1.0340779052686847E11,5.286632049452115E10
2.0964466365711198E-7,9.004989330263422E-7,5.972989632821178E-8,7.598641655890046E9,9.056227217841946E8,1.0496080705679445E10,4.741207559505356E8,1.9886410316036015E10,3.2276917499148774E9,1.713605115824048E10,2.1226045824621408E9,4.072771795261258E10,5.302259157738331E9,6.510013659516333E8,1.3016458637607756E9,3.079062029080884E10,2.665379057041608E10,1.7060335288292246E9,9.804387347409313E8,1.9409037217092261E9,4.628913099287293E10,1.4347390700841322E9,2.7456340523309917E9,4.2633455934843845E9,1.1809725204239352E9,1.5897262009151385E9,2.6065806158187363E10,9.906414522073048E10
2.2457460830105797E-7,8.233556555800341E-7,7.392936853624664E-8,7.926140180544342E9,9.678097394430777E8,1.0573464401011244E10,4.924379567170457E8,2.2519460056268127E10,3.8004411927383294E9,1.1866967569176844E10,2.497490253896705E9,4.342166004475628E10,5.275442907414552E9,1.0490126381576849E9,1.8036716802428005E9,2.955995720602127E10,3.51585777308238E10,1.898922782284798E9,1.2167773649657533E9,1.9679331702169101E9,4.493431267174414E10,1.7348000253003652E9,3.3292377581679683E9,6.265104205512779E9,1.176490132900676E9,1.2173563211877131E9,9.016160718988594E10,1.1086999661905989E11
1.9924894855423315E-7,8.747205105222436E-7,1.1260447579622006E-7,7.832377496372071E9,9.380059238981321E8,1.0498610061681984E10,4.636953959796111E8,2.1082482721955708E10,3.314485613300516E9,1.0827219025429197E10,2.1087679697804894E9,3.959048483433169E10,5.076987048037278E9,5.515937220591451E8,1.507572059340888E9,1.7672610231639523E10,2.381301656755683E10,1.3466863873703337E9,7.130242178205469E8,1.0423050658152349E9,4.690010677015382E10,1.7287659454030814E9,2.149204561485811E9,4.457867895171864E9,7.68898695745115E8,1.0074022665783465E9,4.663540500449533E10,1.0745265553112369E11
2.2500948579610156E-7,9.246765093541712E-7,0,7.374195209507478E9,8.704410283838831E8,1.0536179493783413E10,4.8795679617928594E8,1.8498246472810753E10,3.3516243828992753E9,2.246680146925916E10,2.264372468832641E9,4.1776876894299866E10,5.45461765595418E9,8.357262423268546E8,1.0328586442340564E9,4.997083603676441E10,3.0069034548292217E10,2.1277153427853177E9,1.298933162646446E9,3.2726003317791343E9,4.340241157551026E10,1.111938868864651E9,3.2722797647661633E9,5.035429310479688E9,1.4398788919484985E9,2.1771534035811224E9,4.1165474024579216E10,7.660320018125461E10
